Name	Rearrangement	Support
S80|IGHV1-8*01|IGHD3-10*02|IGHJ4*01	V1-8*01,J4*03	0.3803642383158056
S80|IGHV1-8*01|IGHD3-10*02|IGHJ4*01	V1-8*01,J	0.04692723344802484
S81|IGHV3-66*02|IGHD3-10*02|IGHJ4*03	V3-66*01,J5*01	0.01100131512042355
S81|IGHV3-66*02|IGHD3-10*02|IGHJ4*03	V3-66*01,J1*01	0.01169119423920784
S81|IGHV3-66*02|IGHD3-10*02|IGHJ4*03	V3-66*01,J4*01	0.01970226686178261
S81|IGHV3-66*02|IGHD3-10*02|IGHJ4*03	V3-66*01,J4*03	0.2695930154728184
S81|IGHV3-66*02|IGHD3-10*02|IGHJ4*03	V3-66*01,J	0.01069790122990977
S81|IGHV3-66*02|IGHD3-10*02|IGHJ4*03	V3-66*02,J5*01	0.0220026304066005
S81|IGHV3-66*02|IGHD3-10*02|IGHJ4*03	V3-66*02,J1*01	0.02338238865456327
S81|IGHV3-66*02|IGHD3-10*02|IGHJ4*03	V3-66*02,J4*01	0.03940453402041316
S81|IGHV3-66*02|IGHD3-10*02|IGHJ4*03	V3-66*02,J4*02	0.01939453752513087
S81|IGHV3-66*02|IGHD3-10*02|IGHJ4*03	V3-66*02,J4*03	0.5391860350075112
S81|IGHV3-66*02|IGHD3-10*02|IGHJ4*03	V3-66*02,J	0.0213958026210015
S82|IGHV4-4*05|IGHD4-23*01|IGHJ1*01	V4-4*05,J1*01	0.9968090121531541
S83|IGHV1-24*01|IGHD1-26*01|IGHJ5*02	V1-24*01,J5*02	0.9987336931593128
S84|IGHV3-48*02|IGHD2/OR15-2a*01|IGHJ2*01	V3-48*02,J2*01	0.9981318789942899
S85|IGHV3-NL1*01|IGHD5/OR15-5a*01|IGHJ1*01	V3-NL1*01,J1*01	0.9999999999761209
S86|IGHV3-13*03|IGHD1-20*01|IGHJ1*01	V3-13*03,J1*01	0.9998564017058054
S87|IGHV1/OR15-5*02|IGHD6-13*01|IGHJ3*02	V1/OR15-5*02,J3*01	0.1687926461344147
S87|IGHV1/OR15-5*02|IGHD6-13*01|IGHJ3*02	V1/OR15-5*02,J3*02	0.8310885328775912
S88|IGHV3/OR16-8*01|IGHD1-1*01|IGHJ2*01	V3/OR16-8*02,J2*01	0.3333333228072772
S88|IGHV3/OR16-8*01|IGHD1-1*01|IGHJ2*01	V3/OR16-8*01,J2*01	0.6666666758904207
S89|IGHV3-43*01|IGHD1-14*01|IGHJ4*02	V3-43*01,J5*01	0.01025588242207866
S89|IGHV3-43*01|IGHD1-14*01|IGHJ4*02	V3-43*01,J1*01	0.04416245856103601
S89|IGHV3-43*01|IGHD1-14*01|IGHJ4*02	V3-43*01,J4*01	0.03797435391066435
S89|IGHV3-43*01|IGHD1-14*01|IGHJ4*02	V3-43*01,J4*02	0.8439780427160978
S89|IGHV3-43*01|IGHD1-14*01|IGHJ4*02	V3-43*01,J4*03	0.01949246607508358
S89|IGHV3-43*01|IGHD1-14*01|IGHJ4*02	V3-43*01,J	0.01012643712198436
S89|IGHV3-43*01|IGHD1-14*01|IGHJ4*02	V3-43D*01,J4*02	0.01447015045260175
S89|IGHV3-43*01|IGHD1-14*01|IGHJ4*02	V3,J4*02	0.01514246576118593
S90|IGHV3-64D*06|IGHD1-20*01|IGHJ1*01	V3-64*05,J5*02	0.1729237653368093
S90|IGHV3-64D*06|IGHD1-20*01|IGHJ1*01	V3-64D*06,J5*01	0.01543620214183745
S90|IGHV3-64D*06|IGHD1-20*01|IGHJ1*01	V3-64D*06,J5*02	0.6627093683275314
S90|IGHV3-64D*06|IGHD1-20*01|IGHJ1*01	V3,J5*02	0.139249452788106
S91|IGHV2-5*08|IGHD4-23*01|IGHJ3*02	V2-5*08,J3*01	0.07842004943327131
S91|IGHV2-5*08|IGHD4-23*01|IGHJ3*02	V2-5*08,J3*02	0.588248527428793
S91|IGHV2-5*08|IGHD4-23*01|IGHJ3*02	V2-5*02,J3*01	0.03920967079635916
S91|IGHV2-5*08|IGHD4-23*01|IGHJ3*02	V2-5*02,J3*02	0.2941216088693284
S92|IGHV4-61*06|IGHD5-18*01|IGHJ3*01	V4-61*06,J3*01	0.7630367073323956
S92|IGHV4-61*06|IGHD5-18*01|IGHJ3*01	V4-61*06,J3*02	0.2368582566876887
S93|IGHV4/OR15-8*02|IGHD3-22*01|IGHJ6*04	V4/OR15-8*02,J6*02	0.3337597482343066
S93|IGHV4/OR15-8*02|IGHD3-22*01|IGHJ6*04	V4/OR15-8*02,J6*04	0.6656081180433161
S94|IGHV1-69D*01|IGHD5-12*01|IGHJ3*01	V1-69D*01,J3*01	0.5431186188851241
S94|IGHV1-69D*01|IGHD5-12*01|IGHJ3*01	V1-69D*01,J3*02	0.2664920985185887
S94|IGHV1-69D*01|IGHD5-12*01|IGHJ3*01	V1-69*03,J3*01	0.1262961109272768
S94|IGHV1-69D*01|IGHD5-12*01|IGHJ3*01	V1-69*03,J3*02	0.06196973269823639
S95|IGHV3-66*03|IGHD7-27*01|IGHJ4*02	V3-66*03,J1*01	0.04609710868907388
S95|IGHV3-66*03|IGHD7-27*01|IGHJ4*02	V3-66*03,J4*02	0.9351434809317972
S96|IGHV3-30-3*01|IGHD6-6*01|IGHJ4*03	V3-30-3*01,J4*03	0.9879858571661388
S97|IGHV1-2*01|IGHD2-15*01|IGHJ3*01	V1-2*01,J3*01	0.669368747787524
S97|IGHV1-2*01|IGHD2-15*01|IGHJ3*01	V1-2*01,J3*02	0.3306307196136009
S98|IGHV3-43D*01|IGHD4/OR15-4a*01|IGHJ2*01	V3-43D*01,J2*01	0.9999997540733382
S99|IGHV3-64D*06|IGHD1-20*01|IGHJ6*04	V3-64*05,J6*02	0.059201979204934
S99|IGHV3-64D*06|IGHD1-20*01|IGHJ6*04	V3-64*05,J6*04	0.1180649199656403
S99|IGHV3-64D*06|IGHD1-20*01|IGHJ6*04	V3-64D*06,J6*02	0.2268844086654294
S99|IGHV3-64D*06|IGHD1-20*01|IGHJ6*04	V3-64D*06,J6*04	0.4524694935925903
S99|IGHV3-64D*06|IGHD1-20*01|IGHJ6*04	V3,J6*02	0.04767328072114949
S99|IGHV3-64D*06|IGHD1-20*01|IGHJ6*04	V3,J6*04	0.09507354565559731
S100|IGHV4-34*10|IGHD4-17*01|IGHJ3*01	V4-34*10,J3*01	0.6807691223492223
S100|IGHV4-34*10|IGHD4-17*01|IGHJ3*01	V4-34*10,J3*02	0.3192055918528908
S26|IGHV3-13*02|IGHD2-21*01|IGHJ5*01	V3-13*02,J5*01	0.6535086076511758
S26|IGHV3-13*02|IGHD2-21*01|IGHJ5*01	V3-13*02,J5*02	0.3257796856773392
S27|IGHV3-49*05|IGHD3/OR15-3a*01|IGHJ5*02	V3-49*05,J5*02	0.9861232289062588
S28|IGHV4-61*02|IGHD2-8*02|IGHJ5*02	V4-61*02,J5*02	0.9971141700768937
S29|IGHV3/OR16-6*02|IGHD4-17*01|IGHJ6*02	V3/OR16-6*02,J6*01	0.3224737818729154
S29|IGHV3/OR16-6*02|IGHD4-17*01|IGHJ6*02	V3/OR16-6*02,J6*02	0.6404225593910575
S29|IGHV3/OR16-6*02|IGHD4-17*01|IGHJ6*02	V3/OR16-6*02,J6*04	0.03708095878237579
S30|IGHV2-26*01|IGHD3-22*01|IGHJ5*01	V2-26*01,J5*01	0.9350116122991472
S30|IGHV2-26*01|IGHD3-22*01|IGHJ5*01	V2-26*01,J5*02	0.06243671144894179
S31|IGHV4-30-2*04|IGHD3-10*01|IGHJ5*01	V4-30-2*04,J5*01	0.6599077922044866
S31|IGHV4-30-2*04|IGHD3-10*01|IGHJ5*01	V4-30-2*04,J5*02	0.3299426643406754
S32|IGHV7-81*01|IGHD4-11*01|IGHJ4*02	V7-81*01,J5*01	0.01222623434903977
S32|IGHV7-81*01|IGHD4-11*01|IGHJ4*02	V7-81*01,J1*01	0.09324017406950517
S32|IGHV7-81*01|IGHD4-11*01|IGHJ4*02	V7-81*01,J4*01	0.04566051303800749
S32|IGHV7-81*01|IGHD4-11*01|IGHJ4*02	V7-81*01,J4*02	0.6616578323358077
S32|IGHV7-81*01|IGHD4-11*01|IGHJ4*02	V7-81*01,J4*03	0.1748673642718497
S32|IGHV7-81*01|IGHD4-11*01|IGHJ4*02	V7-81*01,J	0.01207508156467553
S33|IGHV3-13*04|IGHD6-25*01|IGHJ3*01	V3-13*04,J3*01	0.6750816195623786
S33|IGHV3-13*04|IGHD6-25*01|IGHJ3*01	V3-13*04,J3*02	0.3114747329404736
S34|IGHV3-16*01|IGHD7-27*01|IGHJ4*01	V3-16*01,J5*01	0.09527906925913192
S34|IGHV3-16*01|IGHD7-27*01|IGHJ4*01	V3-16*01,J1*01	0.1748328776500785
S34|IGHV3-16*01|IGHD7-27*01|IGHJ4*01	V3-16*01,J4*01	0.3246228633111095
S34|IGHV3-16*01|IGHD7-27*01|IGHJ4*01	V3-16*01,J4*02	0.1583625306372835
S34|IGHV3-16*01|IGHD7-27*01|IGHJ4*01	V3-16*01,J4*03	0.1583625359279962
S34|IGHV3-16*01|IGHD7-27*01|IGHJ4*01	V3-16*01,J	0.08830381098905832
S35|IGHV3-38*03|IGHD3-16*02|IGHJ3*01	V3-38*03,J3*01	0.9831396631991355
S35|IGHV3-38*03|IGHD3-16*02|IGHJ3*01	V3-38*03,J3*02	0.01595272278586692
S36|IGHV3-16*02|IGHD4-23*01|IGHJ4*03	V3-16*02,J4*03	0.666183890211636
S36|IGHV3-16*02|IGHD4-23*01|IGHJ4*03	V3-16*01,J4*03	0.3330905995576364
S37|IGHV1-46*02|IGHD1-7*01|IGHJ3*01	V1-46*02,J3*01	0.6690295882470604
S37|IGHV1-46*02|IGHD1-7*01|IGHJ3*01	V1-46*02,J3*02	0.3277787418936786
S38|IGHV3-64*03|IGHD3/OR15-3a*01|IGHJ1*01	V3-64*05,J1*01	0.01008496159983055
S38|IGHV3-64*03|IGHD3/OR15-3a*01|IGHJ1*01	V3-64*03,J1*01	0.9894467455694632
S39|IGHV4/OR15-8*02|IGHD5/OR15-5a*01|IGHJ3*02	V4/OR15-8*02,J3*01	0.9976467516680955
S40|IGHV1-46*03|IGHD2-15*01|IGHJ1*01	V1-46*03,J1*01	0.9937840943430114
S41|IGHV3-73*01|IGHD3-3*01|IGHJ1*01	V3-73*02,J1*01	0.3333331368334379
S41|IGHV3-73*01|IGHD3-3*01|IGHJ1*01	V3-73*01,J1*01	0.666666863166348
S42|IGHV1-3*01|IGHD2-21*01|IGHJ4*01	V1-3*01,J5*01	0.095197254551528
S42|IGHV1-3*01|IGHD2-21*01|IGHJ4*01	V1-3*01,J1*01	0.1746827512805021
S42|IGHV1-3*01|IGHD2-21*01|IGHJ4*01	V1-3*01,J4*01	0.3243441145276687
S42|IGHV1-3*01|IGHD2-21*01|IGHJ4*01	V1-3*01,J4*02	0.1582265471076347
S42|IGHV1-3*01|IGHD2-21*01|IGHJ4*01	V1-3*01,J4*03	0.1582265523938044
S42|IGHV1-3*01|IGHD2-21*01|IGHJ4*01	V1-3*01,J	0.08822798583110328
S43|IGHV3-64D*06|IGHD3-16*02|IGHJ4*03	V3-64*05,J4*03	0.1404210897442159
S43|IGHV3-64D*06|IGHD3-16*02|IGHJ4*03	V3-64*05,J	0.01186125587291887
S43|IGHV3-64D*06|IGHD3-16*02|IGHJ4*03	V3-64D*06,J5*01	0.01308448498730602
S43|IGHV3-64D*06|IGHD3-16*02|IGHJ4*03	V3-64D*06,J1*01	0.02633188605568748
S43|IGHV3-64D*06|IGHD3-16*02|IGHJ4*03	V3-64D*06,J4*01	0.03780473477312692
S43|IGHV3-64D*06|IGHD3-16*02|IGHJ4*03	V3-64D*06,J4*02	0.0186015887268698
S43|IGHV3-64D*06|IGHD3-16*02|IGHJ4*03	V3-64D*06,J4*03	0.5381468041885401
S43|IGHV3-64D*06|IGHD3-16*02|IGHJ4*03	V3-64D*06,J	0.04545682527675132
S43|IGHV3-64D*06|IGHD3-16*02|IGHJ4*03	V3,J4*03	0.1130761863108086
S44|IGHV1-8*02|IGHD5-18*01|IGHJ6*04	V1-8*02,J6*02	0.2227828848815435
S44|IGHV1-8*02|IGHD5-18*01|IGHJ6*04	V1-8*02,J6*04	0.4421850966072961
S44|IGHV1-8*02|IGHD5-18*01|IGHJ6*04	V1-8*01,J6*02	0.1113913912889845
S44|IGHV1-8*02|IGHD5-18*01|IGHJ6*04	V1-8*01,J6*04	0.2210924467762888
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*03,J5*01	0.0208841410568195
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*03,J1*01	0.0543296945223214
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*03,J4*01	0.0781584986161601
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*03,J4*02	0.03845489735751591
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*03,J4*03	0.03845489863907654
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*03,J	0.01967145873531084
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*01,J5*01	0.0417682280432544
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*01,J1*01	0.1086592483815688
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*01,J4*01	0.1563167948749396
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*01,J4*02	0.07690969515282889
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*01,J4*03	0.07690969771594683
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*01,J	0.03934286653994961
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*02,J5*01	0.02088414100173685
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*02,J1*01	0.05432969437902495
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*02,J4*01	0.07815849841001435
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*02,J4*02	0.03845489725608978
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*02,J4*03	0.0384548985376504
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*02,J	0.01967145868342668
S46|IGHV3-7*02|IGHD1-14*01|IGHJ6*02	V3-7*02,J6*01	0.3263811045559251
S46|IGHV3-7*02|IGHD1-14*01|IGHJ6*02	V3-7*02,J6*02	0.6527612469500335
S46|IGHV3-7*02|IGHD1-14*01|IGHJ6*02	V3-7*02,J6*04	0.01883919393124535
S47|IGHV3-64D*06|IGHD7-27*01|IGHJ2*01	V3-64*05,J2*01	0.1773790213868622
S47|IGHV3-64D*06|IGHD7-27*01|IGHJ2*01	V3-64D*06,J2*01	0.6797835970601595
S47|IGHV3-64D*06|IGHD7-27*01|IGHJ2*01	V3,J2*01	0.1428371144712321
S48|IGHV4-30-2*05|IGHD4-17*01|IGHJ5*02	V4-30-2*05,J5*01	0.02021881618324968
S48|IGHV4-30-2*05|IGHD4-17*01|IGHJ5*02	V4-30-2*05,J5*02	0.9608885304899154
S49|IGHV4-30-2*05|IGHD2-21*02|IGHJ6*01	V4-30-2*05,J6*01	0.9605563159066901
S49|IGHV4-30-2*05|IGHD2-21*02|IGHJ6*01	V4-30-2*05,J6*02	0.03730994601869898
S50|IGHV5-10-1*03|IGHD2-8*02|IGHJ6*03	V5-10-1*03,J6*03	0.6651625848341918
S50|IGHV5-10-1*03|IGHD2-8*02|IGHJ6*03	V5-10-1*03,J6*04	0.3325814979509872
S226|IGHV4-30-2*04|IGHD5-18*01|IGHJ2*01	V4-30-2*04,J2*01	0.9854675926015847
S227|IGHV4-28*05|IGHD4-17*01|IGHJ6*03	V4-28*05,J6*03	0.4415940009118768
S227|IGHV4-28*05|IGHD4-17*01|IGHJ6*03	V4-28*05,J6*04	0.2207971369075901
S227|IGHV4-28*05|IGHD4-17*01|IGHJ6*03	V4-28*02,J6*03	0.2207970024014216
S227|IGHV4-28*05|IGHD4-17*01|IGHJ6*03	V4-28*02,J6*04	0.1103985694265372
S228|IGHV3-66*01|IGHD3/OR15-3a*01|IGHJ3*02	V3-66*01,J3*01	0.5346029479533079
S228|IGHV3-66*01|IGHD3/OR15-3a*01|IGHJ3*02	V3-66*01,J3*02	0.4649634393551251
S229|IGHV3-30*09|IGHD2-8*02|IGHJ3*02	V3-30*09,J3*01	0.1691776106348563
S229|IGHV3-30*09|IGHD2-8*02|IGHJ3*02	V3-30*09,J3*02	0.8246905580002399
S230|IGHV3-73*01|IGHD6-13*01|IGHJ4*01	V3-73*02,J4*01	0.011839656140846
S230|IGHV3-73*01|IGHD6-13*01|IGHJ4*01	V3-73*02,J4*03	0.3026347859068881
S230|IGHV3-73*01|IGHD6-13*01|IGHJ4*01	V3-73*01,J1*01	0.01351870937242073
S230|IGHV3-73*01|IGHD6-13*01|IGHJ4*01	V3-73*01,J4*01	0.02367933322011749
S230|IGHV3-73*01|IGHD6-13*01|IGHJ4*01	V3-73*01,J4*02	0.01174107545886412
S230|IGHV3-73*01|IGHD6-13*01|IGHJ4*01	V3-73*01,J4*03	0.6052701070232314
S231|IGHV7-4-1*04|IGHD5-12*01|IGHJ5*02	V7-4-1*05,J5*02	0.3321326389804795
S231|IGHV7-4-1*04|IGHD5-12*01|IGHJ5*02	V7-4-1*04,J5*02	0.6642651086968824
S232|IGHV3-53*04|IGHD5/OR15-5a*01|IGHJ5*02	V3-53*04,J5*02	0.9922227784484178
S233|IGHV1-2*03|IGHD6-6*01|IGHJ3*02	V1-2*03,J3*01	0.1805145365531363
S233|IGHV1-2*03|IGHD6-6*01|IGHJ3*02	V1-2*03,J3*02	0.8169994673220533
S234|IGHV1/OR15-1*04|IGHD2/OR15-2a*01|IGHJ5*01	V1/OR15-1*04,J5*01	0.4721148943384522
S234|IGHV1/OR15-1*04|IGHD2/OR15-2a*01|IGHJ5*01	V1/OR15-1*04,J5*02	0.1900935976349996
S234|IGHV1/OR15-1*04|IGHD2/OR15-2a*01|IGHJ5*01	V1/OR15-1*01,J5*01	0.2370528441036276
S234|IGHV1/OR15-1*04|IGHD2/OR15-2a*01|IGHJ5*01	V1/OR15-1*01,J5*02	0.09544758808851052
S235|IGHV3/OR16-9*01|IGHD2-15*01|IGHJ2*01	V3/OR16-9*01,J2*01	0.9999900597341639
S236|IGHV2-70D*04|IGHD4-23*01|IGHJ2*01	V2-70D*04,J2*01	0.3334795714639712
S236|IGHV2-70D*04|IGHD4-23*01|IGHJ2*01	V2-70D*14,J2*01	0.1667397867988359
S236|IGHV2-70D*04|IGHD4-23*01|IGHJ2*01	V2-70*03,J2*01	0.1667426006907467
S236|IGHV2-70D*04|IGHD4-23*01|IGHJ2*01	V2-70*05,J2*01	0.165843339510184
S236|IGHV2-70D*04|IGHD4-23*01|IGHJ2*01	V2-70,J2*01	0.1668998395162243
S237|IGHV1/OR15-1*03|IGHD3-9*01|IGHJ4*02	V1/OR15-1*03,J1*01	0.5019145974787713
S237|IGHV1/OR15-1*03|IGHD3-9*01|IGHJ4*02	V1/OR15-1*03,J4*01	0.02897507827206146
S237|IGHV1/OR15-1*03|IGHD3-9*01|IGHJ4*02	V1/OR15-1*03,J4*02	0.4253128092128363
S237|IGHV1/OR15-1*03|IGHD3-9*01|IGHJ4*02	V1/OR15-1*03,J4*03	0.01412028426223068
S238|IGHV7-81*01|IGHD5-24*01|IGHJ2*01	V7-81*01,J2*01	0.9999998201345092
S239|IGHV3-33*01|IGHD3/OR15-3a*01|IGHJ6*04	V3-33*04,J6*02	0.08349012690549475
S239|IGHV3-33*01|IGHD3/OR15-3a*01|IGHJ6*04	V3-33*04,J6*04	0.1657127769938111
S239|IGHV3-33*01|IGHD3/OR15-3a*01|IGHJ6*04	V3-33*01,J6*02	0.1669802534320797
S239|IGHV3-33*01|IGHD3/OR15-3a*01|IGHJ6*04	V3-33*01,J6*04	0.331425553235555
S239|IGHV3-33*01|IGHD3/OR15-3a*01|IGHJ6*04	V3-33*02,J6*02	0.08349015975310843
S239|IGHV3-33*01|IGHD3/OR15-3a*01|IGHJ6*04	V3-33*02,J6*04	0.1657128421903737
S240|IGHV3/OR16-9*01|IGHD1-26*01|IGHJ2*01	V3/OR16-9*01,J2*01	0.9968772598851046
S241|IGHV4-61*05|IGHD3-9*01|IGHJ6*01	V4-61*05,J6*01	0.9948321595605727
S242|IGHV3-16*01|IGHD2-2*02|IGHJ1*01	V3-16*01,J1*01	0.9998985993119611
S243|IGHV3-20*01|IGHD4/OR15-4a*01|IGHJ4*02	V3-20*01,J1*01	0.04725014216651417
S243|IGHV3-20*01|IGHD4/OR15-4a*01|IGHJ4*02	V3-20*01,J4*02	0.6075698579394074
S243|IGHV3-20*01|IGHD4/OR15-4a*01|IGHJ4*02	V3-20*02,J1*01	0.02362506018130995
S243|IGHV3-20*01|IGHD4/OR15-4a*01|IGHJ4*02	V3-20*02,J4*02	0.3037847887861155
S244|IGHV1-46*02|IGHD3-16*02|IGHJ6*02	V1-46*02,J6*01	0.3305167324715092
S244|IGHV1-46*02|IGHD3-16*02|IGHJ6*02	V1-46*02,J6*02	0.6610332922055201
S245|IGHV3-66*01|IGHD6-6*01|IGHJ4*01	V3-66*01,J5*01	0.08266617382132106
S245|IGHV3-66*01|IGHD6-6*01|IGHJ4*01	V3-66*01,J1*01	0.218439987090271
S245|IGHV3-66*01|IGHD6-6*01|IGHJ4*01	V3-66*01,J4*01	0.3130597680658077
S245|IGHV3-66*01|IGHD6-6*01|IGHJ4*01	V3-66*01,J4*02	0.154047999958774
S245|IGHV3-66*01|IGHD6-6*01|IGHJ4*01	V3-66*01,J4*03	0.1540479878535773
S245|IGHV3-66*01|IGHD6-6*01|IGHJ4*01	V3-66*01,J	0.0775776590170703
S246|IGHV4-59*02|IGHD1-14*01|IGHJ1*01	V4-61*01,J1*01	0.2304757580346153
S246|IGHV4-59*02|IGHD1-14*01|IGHJ1*01	V4-59*02,J1*01	0.4606194234248475
S246|IGHV4-59*02|IGHD1-14*01|IGHJ1*01	V4-61*08,J1*01	0.3070656201609769
S247|IGHV5-51*02|IGHD4-17*01|IGHJ5*01	V5-51*02,J5*01	0.6541542278942407
S247|IGHV5-51*02|IGHD4-17*01|IGHJ5*01	V5-51*02,J5*02	0.326313522943551
S248|IGHV1/OR15-1*04|IGHD2-8*01|IGHJ4*01	V1/OR15-1*04,J5*01	0.09170072332842101
S248|IGHV1/OR15-1*04|IGHD2-8*01|IGHJ4*01	V1/OR15-1*04,J1*01	0.295210326196107
S248|IGHV1/OR15-1*04|IGHD2-8*01|IGHJ4*01	V1/OR15-1*04,J4*01	0.1222070951634518
S248|IGHV1/OR15-1*04|IGHD2-8*01|IGHJ4*01	V1/OR15-1*04,J4*02	0.06012752006445927
S248|IGHV1/OR15-1*04|IGHD2-8*01|IGHJ4*01	V1/OR15-1*04,J4*03	0.06012752207177852
S248|IGHV1/OR15-1*04|IGHD2-8*01|IGHJ4*01	V1/OR15-1*04,J	0.03685474217970112
S248|IGHV1/OR15-1*04|IGHD2-8*01|IGHJ4*01	V1/OR15-1*01,J5*01	0.04587876858941441
S248|IGHV1/OR15-1*04|IGHD2-8*01|IGHJ4*01	V1/OR15-1*01,J1*01	0.147696612950915
S248|IGHV1/OR15-1*04|IGHD2-8*01|IGHJ4*01	V1/OR15-1*01,J4*01	0.06114140472925637
S248|IGHV1/OR15-1*04|IGHD2-8*01|IGHJ4*01	V1/OR15-1*01,J4*02	0.03008238625351962
S248|IGHV1/OR15-1*04|IGHD2-8*01|IGHJ4*01	V1/OR15-1*01,J4*03	0.03008238725780107
S248|IGHV1/OR15-1*04|IGHD2-8*01|IGHJ4*01	V1/OR15-1*01,J	0.01843878790169793
S249|IGHV3/OR16-12*01|IGHD4/OR15-4a*01|IGHJ3*01	V3/OR16-12*01,J3*01	0.6885951933350827
S249|IGHV3/OR16-12*01|IGHD4/OR15-4a*01|IGHJ3*01	V3/OR16-12*01,J3*02	0.3113534003135661
S250|IGHV3-64D*06|IGHD3-9*01|IGHJ5*02	V3-64*05,J5*02	0.1762967499262858
S250|IGHV3-64D*06|IGHD3-9*01|IGHJ5*02	V3-64D*06,J5*02	0.6756359228836196
S250|IGHV3-64D*06|IGHD3-9*01|IGHJ5*02	V3,J5*02	0.1419655991629694
S126|IGHV1-8*01|IGHD4-17*01|IGHJ4*03	V1-8*01,J5*01	0.01879125324201542
S126|IGHV1-8*01|IGHD4-17*01|IGHJ4*03	V1-8*01,J1*01	0.03076215876841409
S126|IGHV1-8*01|IGHD4-17*01|IGHJ4*03	V1-8*01,J4*01	0.05592204091231098
S126|IGHV1-8*01|IGHD4-17*01|IGHJ4*03	V1-8*01,J4*02	0.02724466671923362
S126|IGHV1-8*01|IGHD4-17*01|IGHJ4*03	V1-8*01,J4*03	0.7934253119978383
S126|IGHV1-8*01|IGHD4-17*01|IGHJ4*03	V1-8*01,J	0.06215869074101402
S127|IGHV6-1*01|IGHD4-23*01|IGHJ4*02	V6-1*01,J5*01	0.05378806695996164
S127|IGHV6-1*01|IGHD4-23*01|IGHJ4*02	V6-1*01,J1*01	0.08973889539917146
S127|IGHV6-1*01|IGHD4-23*01|IGHJ4*02	V6-1*01,J4*01	0.06373460680409468
S127|IGHV6-1*01|IGHD4-23*01|IGHJ4*02	V6-1*01,J4*02	0.4089393901566017
S127|IGHV6-1*01|IGHD4-23*01|IGHJ4*02	V6-1*01,J4*03	0.03135272354611531
